AL,nest,nest_mate,date,year,DOY,sunrise,time,time_after_sunrise,process_time,time_on_ice,CORT_time,CORT_cat,CORT_value,CORT_sec,sex,age,age.2,incubator
2059,M,Y,17-Apr-17,2017,107,6.31,8.75,2.44,10,1.25,15,min15,29.23557275,1005,U,chick,nestling,incubator
2059,M,Y,17-Apr-17,2017,107,6.31,8.75,2.44,10,1.25,30,min30,13.09341213,1870,U,chick,nestling,incubator
2060,N,N,19-Apr-17,2017,109,6.31,8.783333333,2.47,10,1.216666667,0,base,8.35806203,65,U,chick,nestling,nest
2060,N,N,19-Apr-17,2017,109,6.31,8.783333333,2.47,10,1.216666667,15,min15,14.05526867,911,U,chick,nestling,nest
2060,N,N,19-Apr-17,2017,109,6.31,8.783333333,2.47,10,1.216666667,30,min30,9.731298043,1860,U,chick,nestling,nest
2061,NA,NA,10-Apr-17,2017,100,6.22,11,4.78,12.78333333,1.783333333,0,base,0.327551384,120,M,adult,adult,NA
2061,NA,NA,10-Apr-17,2017,100,6.22,11,4.78,12.78333333,1.783333333,15,min15,34.46438777,896,M,adult,adult,NA
2061,NA,NA,10-Apr-17,2017,100,6.22,11,4.78,12.78333333,1.783333333,30,min30,27.83671489,1884,M,adult,adult,NA
2062,NA,NA,11-Apr-17,2017,101,6.22,10.05,3.83,11.55,1.5,0,base,8.322079175,165,M,adult,adult,NA
2062,NA,NA,11-Apr-17,2017,101,6.22,10.05,3.83,11.55,1.5,15,min15,35.64273619,877,M,adult,adult,NA
2062,NA,NA,11-Apr-17,2017,101,6.22,10.05,3.83,11.55,1.5,30,min30,83.26187351,1656,M,adult,adult,NA
2063,NA,NA,12-Apr-17,2017,102,6.21,10.58333333,4.37,12.58333333,2,0,base,3.845130031,113,M,adult,adult,NA
2063,NA,NA,12-Apr-17,2017,102,6.21,10.58333333,4.37,12.58333333,2,15,min15,47.91402618,894,M,adult,adult,NA
2063,NA,NA,12-Apr-17,2017,102,6.21,10.58333333,4.37,12.58333333,2,30,min30,63.70830241,1738,M,adult,adult,NA
2066,V,Y,17-May-17,2017,137,6.31,9.75,3.44,10,0.25,0,base,7.50467865,88,U,chick,nestling,nest
2066,V,Y,17-May-17,2017,137,6.31,9.75,3.44,10,0.25,15,min15,23.12025361,945,U,chick,nestling,nest
2066,V,Y,17-May-17,2017,137,6.31,9.75,3.44,10,0.25,30,min30,16.64651499,1840,U,chick,nestling,nest
2071,O,Y,25-Apr-17,2017,115,6.31,9.583333333,3.27,11.005,1.421666667,0,base,3.607757852,112,U,chick,nestling,nest
2071,O,Y,25-Apr-17,2017,115,6.31,9.583333333,3.27,11.005,1.421666667,15,min15,18.41393094,902,U,chick,nestling,nest
2071,O,Y,25-Apr-17,2017,115,6.31,9.583333333,3.27,11.005,1.421666667,30,min30,4.644942887,1800,U,chick,nestling,nest
2072,O,Y,25-Apr-17,2017,115,6.3,9.583333333,3.28,11.005,1.421666667,0,base,4.758897618,55,U,chick,nestling,nest
2072,O,Y,25-Apr-17,2017,115,6.3,9.583333333,3.28,11.005,1.421666667,15,min15,8.237929678,1020,U,chick,nestling,nest
2072,O,Y,25-Apr-17,2017,115,6.3,9.583333333,3.28,11.005,1.421666667,30,min30,5.705190786,1985,U,chick,nestling,nest
2073,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,0,base,1.438611649,53,U,chick,nestling,nest
2073,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,15,min15,59.02102837,978,U,chick,nestling,nest
2073,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,30,min30,3.408200289,1807,U,chick,nestling,nest
2074,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,0,base,0.250090405,45,U,chick,nestling,incubator
2074,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,15,min15,63.0676234,987,U,chick,nestling,incubator
2074,P,Y,26-Apr-17,2017,116,6.3,10.7,4.4,12.08333333,1.383333333,30,min30,9.91664182,1796,U,chick,nestling,incubator
2075,Q,N,28-Apr-17,2017,118,6.3,7.333333333,1.03,10.5,3.166666667,0,base,12.65212653,44,U,chick,nestling,nest
2075,Q,N,28-Apr-17,2017,118,6.3,7.333333333,1.03,10.5,3.166666667,15,min15,47.4792842,930,U,chick,nestling,nest
2075,Q,N,28-Apr-17,2017,118,6.3,7.333333333,1.03,10.5,3.166666667,30,min30,28.6549921,1845,U,chick,nestling,nest
2076,R,Y,4-May-17,2017,124,6.3,9.75,3.45,11.18333333,1.433333333,0,base,6.163621812,80,U,chick,nestling,nest
2076,R,Y,4-May-17,2017,124,6.3,9.75,3.45,11.18333333,1.433333333,15,min15,19.14549705,934,U,chick,nestling,nest
2076,R,Y,4-May-17,2017,124,6.3,9.75,3.45,11.18333333,1.433333333,30,min30,7.059591745,1845,U,chick,nestling,nest
2077,R,Y,4-May-17,2017,124,6.29,9.75,3.46,11.18333333,1.433333333,0,base,5.562416565,125,U,chick,nestling,nest
2077,R,Y,4-May-17,2017,124,6.29,9.75,3.46,11.18333333,1.433333333,15,min15,25.45333492,975,U,chick,nestling,nest
2077,R,Y,4-May-17,2017,124,6.29,9.75,3.46,11.18333333,1.433333333,30,min30,2.28246219,1928,U,chick,nestling,nest
2083,Z,N,28-Mar-17,2017,87,6.29,7.416666667,1.13,9.5,2.083333333,0,base,4.352440442,58,U,chick,nestling,nest
2083,Z,N,28-Mar-17,2017,87,6.29,7.416666667,1.13,9.5,2.083333333,15,min15,29.78838499,889,U,chick,nestling,nest
2083,Z,N,28-Mar-17,2017,87,6.29,7.416666667,1.13,9.5,2.083333333,30,min30,3.938681321,1871,U,chick,nestling,nest
2084,AB,N,28-Mar-17,2017,87,6.29,9.166666667,2.88,10.53333333,1.366666667,0,base,4.036760837,72,U,chick,nestling,nest
2084,AB,N,28-Mar-17,2017,87,6.29,9.166666667,2.88,10.53333333,1.366666667,15,min15,5.972625916,945,U,chick,nestling,nest
2084,AB,N,28-Mar-17,2017,87,6.29,9.166666667,2.88,10.53333333,1.366666667,30,min30,2.232235626,1885,U,chick,nestling,nest
486,NA,NA,4-Apr-18,2018,94,6.25,8.766666667,2.52,11.76666667,3,0,base,3.598988823,110,F,adult,adult,NA
486,NA,NA,4-Apr-18,2018,94,6.25,8.766666667,2.52,11.76666667,3,15,min15,28.97395737,873,F,adult,adult,NA
486,NA,NA,4-Apr-18,2018,94,6.25,8.766666667,2.52,11.76666667,3,30,min30,35.15397581,1757,F,adult,adult,NA
731,NA,NA,12-Apr-18,2018,102,6.21,9.166666667,2.96,12.91666667,3.75,0,base,NA,NA,F,adult,adult,NA
731,NA,NA,12-Apr-18,2018,102,6.21,9.166666667,2.96,12.91666667,3.75,15,min15,18.9224542,871,F,adult,adult,NA
731,NA,NA,12-Apr-18,2018,102,6.21,9.166666667,2.96,12.91666667,3.75,30,min30,11.29718221,1785,F,adult,adult,NA
752,NA,NA,28-Mar-18,2018,87,6.29,9,2.71,11.65,2.65,0,base,3.470161739,159,F,adult,adult,NA
752,NA,NA,28-Mar-18,2018,87,6.29,9,2.71,11.65,2.65,15,min15,11.02848444,897,F,adult,adult,NA
752,NA,NA,28-Mar-18,2018,87,6.29,9,2.71,11.65,2.65,30,min30,12.55254719,1799,F,adult,adult,NA
1078,NA,NA,28-Apr-18,2018,118,6.15,9.75,3.6,11.83333333,2.083333333,0,base,7.716443254,81,M,adult,adult,NA
1078,NA,NA,28-Apr-18,2018,118,6.15,9.75,3.6,11.83333333,2.083333333,15,min15,56.28867407,969,M,adult,adult,NA
1078,NA,NA,28-Apr-18,2018,118,6.15,9.75,3.6,11.83333333,2.083333333,30,min30,61.55347234,1845,M,adult,adult,NA
1134,NA,NA,9-Apr-18,2018,99,6.23,7,0.77,10.15,3.15,0,base,1.307071483,115,F,adult,adult,NA
1134,NA,NA,9-Apr-18,2018,99,6.23,7,0.77,10.15,3.15,15,min15,33.81828607,866,F,adult,adult,NA
1134,NA,NA,9-Apr-18,2018,99,6.23,7,0.77,10.15,3.15,30,min30,57.2091753,1806,F,adult,adult,NA
1289,NA,NA,4-Apr-18,2018,94,6.25,7.583333333,1.33,11.25,3.666666667,0,base,1.709692754,100,F,adult,adult,NA
1289,NA,NA,20-Apr-18,2018,110,6.18,8.8,2.62,12.08333333,3.283333333,0,base,2.714927476,132,F,adult,adult,NA
1289,NA,NA,4-Apr-18,2018,94,6.25,7.583333333,1.33,11.25,3.666666667,15,min15,33.67580214,829,F,adult,adult,NA
1289,NA,NA,20-Apr-18,2018,110,6.18,8.8,2.62,12.08333333,3.283333333,15,min15,37.15344976,895,F,adult,adult,NA
1289,NA,NA,20-Apr-18,2018,110,6.18,8.8,2.62,12.08333333,3.283333333,30,min30,54.54184122,1779,F,adult,adult,NA
1289,NA,NA,4-Apr-18,2018,94,6.25,7.583333333,1.33,11.25,3.666666667,30,min30,46.68444157,1782,F,adult,adult,NA
1391,NA,NA,18-Apr-18,2018,108,6.19,10.58333333,4.39,12.61666667,2.033333333,0,base,2.206352876,104,F,adult,adult,NA
1391,NA,NA,18-Apr-18,2018,108,6.19,10.58333333,4.39,12.61666667,2.033333333,15,min15,33.51479359,897,F,adult,adult,NA
1391,NA,NA,18-Apr-18,2018,108,6.19,10.58333333,4.39,12.61666667,2.033333333,30,min30,43.93547295,1789,F,adult,adult,NA
1413,NA,NA,4-Apr-18,2018,94,6.25,8.65,2.4,11.65,3,0,base,6.898139584,102,M,adult,adult,NA
1413,NA,NA,4-Apr-18,2018,94,6.25,8.65,2.4,11.65,3,15,min15,53.79311987,867,M,adult,adult,NA
1413,NA,NA,4-Apr-18,2018,94,6.25,8.65,2.4,11.65,3,30,min30,58.21625857,1743,M,adult,adult,NA
1554,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,0,base,13.08189102,165,M,adult,adult,NA
1554,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,15,min15,46.60025278,1088,M,adult,adult,NA
1554,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,30,min30,96.42787594,1780,M,adult,adult,NA
1637,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,0,base,3.574194092,80,M,adult,adult,NA
1637,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,15,min15,17.00630469,938,M,adult,adult,NA
1637,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.5,2.333333333,30,min30,127.7205669,1937,M,adult,adult,NA
1713,NA,NA,3-Jun-18,2018,154,6.1,10.83333333,4.73,13.83333333,3,0,base,0.61717493,115,M,adult,adult,NA
1713,NA,NA,17-Apr-18,2018,107,6.19,8.833333333,2.64,12.45,3.616666667,0,base,13.22310081,148,M,adult,adult,NA
1713,NA,NA,3-Jun-18,2018,154,6.1,10.83333333,4.73,13.83333333,3,15,min15,9.280432444,875,M,adult,adult,NA
1713,NA,NA,17-Apr-18,2018,107,6.19,8.833333333,2.64,12.45,3.616666667,15,min15,80.08357804,887,M,adult,adult,NA
1713,NA,NA,17-Apr-18,2018,107,6.19,8.833333333,2.64,12.45,3.616666667,30,min30,139.0670473,1777,M,adult,adult,NA
1713,NA,NA,3-Jun-18,2018,154,6.1,10.83333333,4.73,13.83333333,3,30,min30,17.17990543,1818,M,adult,adult,NA
1720,NA,NA,12-May-18,2018,132,6.11,9.5,3.39,13.48333333,3.983333333,0,base,5.523657501,109,M,adult,adult,NA
1720,NA,NA,12-May-18,2018,132,6.11,9.5,3.39,13.48333333,3.983333333,15,min15,8.292084068,960,M,adult,adult,NA
1720,NA,NA,12-May-18,2018,132,6.11,9.5,3.39,13.48333333,3.983333333,30,min30,NA,NA,M,adult,adult,NA
1721,NA,NA,11-May-18,2018,131,6.11,10.16666667,4.06,13.83333333,3.666666667,0,base,3.634608369,132,F,adult,adult,NA
1721,NA,NA,11-May-18,2018,131,6.11,10.16666667,4.06,13.83333333,3.666666667,15,min15,30.21358869,900,F,adult,adult,NA
1721,NA,NA,11-May-18,2018,131,6.11,10.16666667,4.06,13.83333333,3.666666667,30,min30,70.76145351,1718,F,adult,adult,NA
1742,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.75,2.583333333,0,base,19.79023555,180,M,adult,adult,NA
1742,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.75,2.583333333,15,min15,52.73600666,1090,M,adult,adult,NA
1742,NA,NA,1-Apr-18,2018,91,6.27,9.166666667,2.9,11.75,2.583333333,30,min30,84.4422141,1862,M,adult,adult,NA
1747,NA,NA,16-Apr-18,2018,106,6.2,8.05,1.85,11.63333333,3.583333333,0,base,3.377711001,142,M,adult,adult,NA
1747,NA,NA,16-Apr-18,2018,106,6.2,8.05,1.85,11.63333333,3.583333333,15,min15,11.56888343,840,M,adult,adult,NA
1747,NA,NA,16-Apr-18,2018,106,6.2,8.05,1.85,11.63333333,3.583333333,30,min30,73.09868937,1751,M,adult,adult,NA
1783,NA,NA,9-Apr-18,2018,99,6.23,8.05,1.82,11.61666667,3.566666667,0,base,1.309589612,113,F,adult,adult,NA
1783,NA,NA,9-Apr-18,2018,99,6.23,8.05,1.82,11.61666667,3.566666667,15,min15,32.7286277,891,F,adult,adult,NA
1783,NA,NA,9-Apr-18,2018,99,6.23,8.05,1.82,11.61666667,3.566666667,30,min30,55.59907848,1816,F,adult,adult,NA
1852,NA,NA,8-Apr-18,2018,98,6.23,8.333333333,2.1,11.33333333,3,0,base,10.29802992,136,F,adult,adult,NA
1852,NA,NA,8-Apr-18,2018,98,6.23,8.333333333,2.1,11.33333333,3,15,min15,44.04833582,934,F,adult,adult,NA
1852,NA,NA,8-Apr-18,2018,98,6.23,8.333333333,2.1,11.33333333,3,30,min30,56.40274242,1770,F,adult,adult,NA
1862,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.03333333,2.033333333,0,base,NA,NA,M,adult,adult,NA
1862,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.03333333,2.033333333,15,min15,27.69329553,875,M,adult,adult,NA
1862,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.03333333,2.033333333,30,min30,59.49082829,1786,M,adult,adult,NA
1867,NA,NA,28-Mar-18,2018,87,6.29,7.616666667,1.33,11.48333333,3.866666667,0,base,4.54501516,133,F,adult,adult,NA
1867,NA,NA,28-Mar-18,2018,87,6.29,7.616666667,1.33,11.48333333,3.866666667,15,min15,33.27580414,940,F,adult,adult,NA
1867,NA,NA,28-Mar-18,2018,87,6.29,7.616666667,1.33,11.48333333,3.866666667,30,min30,49.12739913,1888,F,adult,adult,NA
1874,NA,NA,1-Jun-18,2018,152,6.1,8.583333333,2.48,11.86666667,3.283333333,0,base,2.881589209,153,M,adult,adult,NA
1874,NA,NA,1-Jun-18,2018,152,6.1,8.583333333,2.48,11.86666667,3.283333333,15,min15,21.80309709,887,M,adult,adult,NA
1874,NA,NA,1-Jun-18,2018,152,6.1,8.583333333,2.48,11.86666667,3.283333333,30,min30,35.25458527,1852,M,adult,adult,NA
1878,NA,NA,27-Mar-18,2018,86,6.3,8.666666667,2.37,12.41666667,3.75,0,base,4.214214025,105,F,adult,adult,NA
1878,NA,NA,27-Mar-18,2018,86,6.3,8.666666667,2.37,12.41666667,3.75,15,min15,37.09261178,921,F,adult,adult,NA
1878,NA,NA,27-Mar-18,2018,86,6.3,8.666666667,2.37,12.41666667,3.75,30,min30,68.46154305,1814,F,adult,adult,NA
1880,NA,NA,20-Apr-18,2018,110,6.18,10.43333333,4.25,12.5,2.066666667,0,base,3.60332985,89,F,adult,adult,NA
1880,NA,NA,20-Apr-18,2018,110,6.18,10.43333333,4.25,12.5,2.066666667,15,min15,59.03388431,858,F,adult,adult,NA
1880,NA,NA,20-Apr-18,2018,110,6.18,10.43333333,4.25,12.5,2.066666667,30,min30,65.71500497,1791,F,adult,adult,NA
1937,NA,NA,3-Apr-18,2018,93,6.26,8.25,1.99,12.16666667,3.916666667,0,base,1.382075753,96,F,adult,adult,NA
1937,NA,NA,3-Apr-18,2018,93,6.26,8.25,1.99,12.16666667,3.916666667,15,min15,45.21532094,875,F,adult,adult,NA
1937,NA,NA,3-Apr-18,2018,93,6.26,8.25,1.99,12.16666667,3.916666667,30,min30,50.32716508,1737,F,adult,adult,NA
1943,NA,NA,30-Mar-18,2018,89,6.28,11,4.72,12.56666667,12.01666667,0,base,3.968692869,84,F,adult,adult,NA
1943,NA,NA,30-Mar-18,2018,89,6.28,11,4.72,12.56666667,12.01666667,15,min15,33.10856079,974,F,adult,adult,NA
1943,NA,NA,30-Mar-18,2018,89,6.28,11,4.72,12.56666667,12.01666667,30,min30,46.00790485,1771,F,adult,adult,NA
1953,NA,NA,9-Apr-18,2018,99,6.23,9,2.77,11.76666667,2.766666667,0,base,2.854807562,102,M,adult,adult,NA
1953,NA,NA,9-Apr-18,2018,99,6.23,9,2.77,11.76666667,2.766666667,15,min15,29.84318165,881,M,adult,adult,NA
1953,NA,NA,9-Apr-18,2018,99,6.23,9,2.77,11.76666667,2.766666667,30,min30,26.34914101,1831,M,adult,adult,NA
1971,NA,NA,11-Apr-18,2018,101,6.22,7.833333333,1.61,8.5,0.666666667,0,base,23.66570682,180,M,adult,adult,NA
1971,NA,NA,11-Apr-18,2018,101,6.22,7.833333333,1.61,8.5,0.666666667,15,min15,72.78592979,900,M,adult,adult,NA
1971,NA,NA,11-Apr-18,2018,101,6.22,7.833333333,1.61,8.5,0.666666667,30,min30,134.3563471,1620,M,adult,adult,NA
1972,NA,NA,28-Apr-18,2018,118,6.15,7.916666667,1.77,11,3.083333333,0,base,4.28076301,122,F,adult,adult,NA
1972,NA,NA,28-Apr-18,2018,118,6.15,7.916666667,1.77,11,3.083333333,15,min15,57.88201186,1030,F,adult,adult,NA
1972,NA,NA,28-Apr-18,2018,118,6.15,7.916666667,1.77,11,3.083333333,30,min30,42.42205217,1918,F,adult,adult,NA
1975,NA,NA,7-Apr-18,2018,97,6.24,7.716666667,1.48,11.41666667,3.7,0,base,3.693393747,131,M,adult,adult,NA
1975,NA,NA,7-Apr-18,2018,97,6.24,7.716666667,1.48,11.41666667,3.7,15,min15,45.82535861,960,M,adult,adult,NA
1975,NA,NA,7-Apr-18,2018,97,6.24,7.716666667,1.48,11.41666667,3.7,30,min30,66.19743187,1770,M,adult,adult,NA
1979,NA,NA,17-Apr-18,2018,107,6.19,10.26666667,4.08,12.45,2.183333333,0,base,14.56650933,115,F,adult,adult,NA
1979,NA,NA,17-Apr-18,2018,107,6.19,10.26666667,4.08,12.45,2.183333333,15,min15,65.85676675,891,F,adult,adult,NA
1979,NA,NA,17-Apr-18,2018,107,6.19,10.26666667,4.08,12.45,2.183333333,30,min30,88.25629469,1762,F,adult,adult,NA
1985,NA,NA,10-May-18,2018,130,6.11,10,3.89,13,3,0,base,7.367195247,176,M,adult,adult,NA
1985,NA,NA,10-May-18,2018,130,6.11,10,3.89,13,3,15,min15,6.83651983,985,M,adult,adult,NA
1985,NA,NA,10-May-18,2018,130,6.11,10,3.89,13,3,30,min30,39.02300211,1790,M,adult,adult,NA
1992,NA,NA,9-Apr-18,2018,99,6.23,7.816666667,1.59,11.28333333,3.466666667,0,base,2.022379416,123,M,adult,adult,NA
1992,NA,NA,9-Apr-18,2018,99,6.23,7.816666667,1.59,11.28333333,3.466666667,15,min15,55.80229017,1023,M,adult,adult,NA
1992,NA,NA,9-Apr-18,2018,99,6.23,7.816666667,1.59,11.28333333,3.466666667,30,min30,36.94745441,1760,M,adult,adult,NA
2008,NA,NA,31-May-18,2018,151,6.1,8.75,2.65,12.8,4.05,0,base,2.762583229,116,F,adult,adult,NA
2008,NA,NA,31-May-18,2018,151,6.1,8.75,2.65,12.8,4.05,15,min15,21.43906854,980,F,adult,adult,NA
2008,NA,NA,31-May-18,2018,151,6.1,8.75,2.65,12.8,4.05,30,min30,19.12503831,1850,F,adult,adult,NA
2009,NA,NA,4-Apr-18,2018,94,6.25,8,1.75,11.35,3.35,0,base,4.881683702,128,M,adult,adult,NA
2009,NA,NA,15-Apr-18,2018,105,6.2,7.7,1.5,10.61666667,2.916666667,0,base,9.727585263,140,M,adult,adult,NA
2009,NA,NA,15-Apr-18,2018,105,6.2,7.7,1.5,10.61666667,2.916666667,15,min15,60.11216005,851,M,adult,adult,NA
2009,NA,NA,4-Apr-18,2018,94,6.25,8,1.75,11.35,3.35,15,min15,54.44152471,880,M,adult,adult,NA
2009,NA,NA,4-Apr-18,2018,94,6.25,8,1.75,11.35,3.35,30,min30,71.28493149,1769,M,adult,adult,NA
2009,NA,NA,15-Apr-18,2018,105,6.2,7.7,1.5,10.61666667,2.916666667,30,min30,71.28493149,NA,M,adult,adult,NA
2016,NA,NA,14-Apr-18,2018,104,6.2,9.166666667,2.97,11.8,2.633333333,0,base,3.135558092,90,F,adult,adult,NA
2016,NA,NA,14-Apr-18,2018,104,6.2,9.166666667,2.97,11.8,2.633333333,15,min15,45.189534,865,F,adult,adult,NA
2016,NA,NA,14-Apr-18,2018,104,6.2,9.166666667,2.97,11.8,2.633333333,30,min30,57.69058364,1789,F,adult,adult,NA
2027,NA,NA,5-Apr-18,2018,95,6.25,8.7,2.45,11.73333333,3.033333333,0,base,5.095970233,128,M,adult,adult,NA
2027,NA,NA,5-Apr-18,2018,95,6.25,8.7,2.45,11.73333333,3.033333333,15,min15,57.77978743,916,M,adult,adult,NA
2027,NA,NA,5-Apr-18,2018,95,6.25,8.7,2.45,11.73333333,3.033333333,30,min30,90.4527216,1835,M,adult,adult,NA
2030,NA,NA,23-Mar-18,2018,82,6.32,9.433333333,3.11,12,2.566666667,0,base,12.59788003,180,M,adult,adult,NA
2030,NA,NA,23-Mar-18,2018,82,6.32,9.433333333,3.11,12,2.566666667,15,min15,55.54975137,960,M,adult,adult,NA
2030,NA,NA,23-Mar-18,2018,82,6.32,9.433333333,3.11,12,2.566666667,30,min30,49.76086639,1809,M,adult,adult,NA
2032,NA,NA,25-Mar-18,2018,84,6.31,10.38333333,4.07,11.83333333,1.45,0,base,0.953030452,81,M,adult,adult,NA
2032,NA,NA,25-Mar-18,2018,84,6.31,10.38333333,4.07,11.83333333,1.45,15,min15,9.316980163,903,M,adult,adult,NA
2032,NA,NA,25-Mar-18,2018,84,6.31,10.38333333,4.07,11.83333333,1.45,30,min30,18.31278069,1740,M,adult,adult,NA
2039,NA,NA,19-Apr-18,2018,109,6.18,10.03333333,3.85,12.45,2.416666667,0,base,1.750679439,118,F,adult,adult,NA
2039,NA,NA,19-Apr-18,2018,109,6.18,10.03333333,3.85,12.45,2.416666667,15,min15,21.07926759,839,F,adult,adult,NA
2039,NA,NA,19-Apr-18,2018,109,6.18,10.03333333,3.85,12.45,2.416666667,30,min30,45.97132406,1781,F,adult,adult,NA
2040,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.16666667,2.166666667,0,base,4.175028872,180,M,adult,adult,NA
2040,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.16666667,2.166666667,15,min15,51.18940652,931,M,adult,adult,NA
2040,NA,NA,12-Apr-18,2018,102,6.21,11,4.79,13.16666667,2.166666667,30,min30,80.44768713,1890,M,adult,adult,NA
2078,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,0,base,10.67888073,54,U,chick,nestling,nest
2078,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,15,min15,12.84306656,932,U,chick,nestling,nest
2078,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,30,min30,NA,NA,U,chick,nestling,nest
2078,NA,Y,18-Apr-18,2018,108,6.19,10.21666667,4.03,12.35,2.133333333,0,base,10.01031956,108,F,fledge,adult,nest
2078,NA,Y,18-Apr-18,2018,108,6.19,10.21666667,4.03,12.35,2.133333333,15,min15,22.52247862,828,F,fledge,adult,nest
2078,NA,Y,18-Apr-18,2018,108,6.19,10.21666667,4.03,12.35,2.133333333,30,min30,35.48124281,1679,F,fledge,adult,nest
2079,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,0,base,0.514822015,97,U,chick,nestling,incubator
2079,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,15,min15,28.46010239,1003,U,chick,nestling,incubator
2079,A,Y,12-Mar-18,2018,71,6.38,8.5,2.12,10.5,2,30,min30,NA,NA,U,chick,nestling,incubator
2079,A,Y,18-Apr-18,2018,108,6.19,10.28333333,4.09,12.55,2.266666667,0,base,5.951030086,100,M,fledge,adult,incubator
2079,A,Y,18-Apr-18,2018,108,6.19,10.28333333,4.09,12.55,2.266666667,15,min15,28.46010239,843,M,fledge,adult,nest
2079,A,Y,18-Apr-18,2018,108,6.19,10.28333333,4.09,12.55,2.266666667,30,min30,43.81253758,1700,M,fledge,adult,nest
2080,B,N,15-Mar-18,2018,74,6.36,8.816666667,2.46,10.5,1.683333333,0,base,0.291844653,91,U,chick,nestling,nest
2080,B,N,15-Mar-18,2018,74,6.36,8.816666667,2.46,10.5,1.683333333,15,min15,45.13658039,889,U,chick,nestling,nest
2080,B,N,15-Mar-18,2018,74,6.36,8.816666667,2.46,10.5,1.683333333,30,min30,NA,NA,U,chick,nestling,nest
2085,NA,NA,16-Mar-18,2018,75,6.35,8.883333333,2.53,12.1,3.216666667,0,base,7.621781767,165,F,adult,adult,NA
2085,NA,NA,16-Mar-18,2018,75,6.35,8.883333333,2.53,12.1,3.216666667,15,min15,49.74628565,924,F,adult,adult,NA
2085,NA,NA,16-Mar-18,2018,75,6.35,8.883333333,2.53,12.1,3.216666667,30,min30,NA,NA,F,adult,adult,NA
2086,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,0,base,0.336883573,50,U,chick,nestling,nest
2086,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,15,min15,62.72380489,920,U,chick,nestling,nest
2086,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,30,min30,NA,NA,U,chick,nestling,nest
2087,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,0,base,1.754962041,115,U,chick,nestling,incubator
2087,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,15,min15,60.01722854,975,U,chick,nestling,incubator
2087,C,Y,29-Mar-18,2018,88,6.29,10.83333333,4.54,11.5,0.666666667,30,min30,NA,NA,U,chick,nestling,incubator
2088,NA,NA,1-Apr-18,2018,91,6.27,9.416666667,3.15,11.75,2.333333333,0,base,3.785258233,128,F,adult,adult,NA
2088,NA,NA,1-Apr-18,2018,91,6.27,9.416666667,3.15,11.75,2.333333333,15,min15,30.84728783,1036,F,adult,adult,NA
2088,NA,NA,1-Apr-18,2018,91,6.27,9.416666667,3.15,11.75,2.333333333,30,min30,53.79307569,1770,F,adult,adult,NA
2089,NA,NA,2-Apr-18,2018,92,6.26,10.91666667,4.66,12.5,1.583333333,0,base,5.896459538,180,F,adult,adult,NA
2089,NA,NA,2-Apr-18,2018,92,6.26,10.91666667,4.66,12.5,1.583333333,15,min15,34.43237982,960,F,adult,adult,NA
2089,NA,NA,2-Apr-18,2018,92,6.26,10.91666667,4.66,12.5,1.583333333,30,min30,50.28720952,1783,F,adult,adult,NA
2090,E,N,2-Apr-18,2018,92,6.26,10.55,4.29,11.5,0.95,0,base,0.541973236,60,U,chick,nestling,nest
2090,E,N,2-Apr-18,2018,92,6.26,10.55,4.29,11.5,0.95,15,min15,38.50727851,905,U,chick,nestling,nest
2090,E,N,2-Apr-18,2018,92,6.26,10.55,4.29,11.5,0.95,30,min30,NA,NA,U,chick,nestling,nest
